"","RRN-SKG2-p1-65","RRN-SKG2-p1-66","RRN-SKG2-p1-67","RRN-SKG2-p1-68","RRN-SKG2-p1-69","RRN-SKG2-p1-70","RRN-SKG2-p1-71","RRN-SKG2-p1-72"
"bcde6984225fc155a47d1c50b45f4f74",0,0,0,0,0,0,0,0
"e6aa56cea5eddfe1889bea037bda570b",0,0,0,0,0,0,22,0
"d851af41152f728b3374bf085f71ee50",0,0,0,0,0,0,0,0
"74456c643db80258f3b5c0a36e221bfb",0,0,0,0,0,0,0,0
"c872c6ae3d499aff07a727b9273d2f3c",0,0,0,0,0,0,0,0
"66158e402662ee74b8e7c33a93e1a6dd",0,0,0,0,0,0,0,0
"cbb8501ac48e7ce1106e217c354ebe3f",0,0,0,0,0,0,0,0
"a503010c9fc4c4d70f27613e921a60d5",0,0,0,0,0,0,0,0
"00d4255b81e9f626203e913ed41ea08f",0,0,0,0,0,0,0,0
"28b128a7f904aef4649efdcefa17b6fa",0,0,0,0,0,0,0,0
"cc81cb4c7aeb9a8f8f604e66e5791448",0,0,0,0,0,0,0,0
"700c72ea7e39ce49d8a212f73cd7eac8",0,0,0,0,0,0,0,0
"f1225943d16c880a02a6cc2a4500e803",0,0,0,0,0,0,0,0
"e5c2ee27d759657157880fc6209e5c81",0,0,0,0,0,0,0,0
"e71783caf2864974b930b1b5e75c13ed",0,0,0,0,0,0,0,0
"db389d0d3f349c0555ac40e600851146",0,0,0,0,0,0,0,0
"5dcdcf41c20b1e88525cad8c41ba223c",0,0,0,0,0,0,0,0
"d208d7284b37318a70f8b0d48ef02967",0,0,0,0,0,0,0,0
"56c5b3baf3e6919da506445e5a7209c7",0,0,0,0,0,0,0,0
"882e288d051e0a8c5a474926a1eab23f",0,0,0,0,0,0,0,0
"b4cd93a409081547fd30ea95b6a960bd",0,0,0,0,0,0,0,0
"fcf8fd6fc6e9be14ed207b9faefb0ebe",0,0,0,0,0,0,0,0
"fd8f658748ee9133a4db1de960e1cd56",0,0,0,0,0,0,0,0
"1b846f9dbf60179e400eff8db19a69d1",0,0,0,0,0,0,0,0
"2a9ca2c659bb821dfe763df6932b913a",0,0,0,0,0,0,0,0
"076ed4ac418ad3738b5a25afd2ae7344",0,0,0,0,0,0,0,0
"e1e34a05a83863db933a42db475654a1",0,0,0,0,0,0,0,0
"d2abb6c81e73c30fb3c58849f50dc8aa",0,0,0,0,0,0,0,20
"45735b162610a2727554a0c97da7bc69",0,0,0,0,0,0,0,0
"d2ad85a12cda1adc8e5c18939e8bbc08",0,0,0,0,0,0,0,0
"79b8908736b64fac0d22d4b24bea325f",0,0,0,0,0,0,0,0
"a3169d8e279e7f718f9f4ad8dd35a257",0,0,0,0,0,0,0,0
"8ff5cb5d31bdf4e5b823982e62bd07e2",0,0,0,0,0,0,0,0
"4c3d68b9c282ce25f1dcfb05fd8fef59",0,0,0,0,0,0,0,0
"1c0e575aff0f04e7f2a3688b801fddc5",0,0,0,0,0,0,0,0
"b1a2779f13a9154e2405b05b70edfb7c",0,0,0,0,0,0,0,0
"39e4d8574a43750125cb24b48e717025",0,0,0,0,0,0,0,0
"6ac1e2036b778b5a3a8ad92c5b7c5307",0,0,0,0,0,0,0,0
"b5b767f61a89151be1fd1826f27aedd5",0,0,0,0,0,0,0,0
"ad5af4ce128b509849dbd9b53ac04d9d",0,0,0,0,0,0,0,0
"817cb999f8a6bc1bc432d7576198fcc4",0,0,0,0,0,0,0,0
"e5b938a1062ea3420d6c4c49ef7b9fdd",0,0,0,0,0,0,0,0
"41c20db3300069f374fc713214cc27dd",0,0,0,0,0,0,0,0
"b622f7647ff4b6a0787eeca67d7cb229",0,0,0,0,0,0,0,0
"eb3767853dade7ad52583bdbdad4533f",0,0,0,0,0,0,0,0
"cb4817d4127e5bfd15284e7fb01b44e6",0,0,0,0,0,0,0,0
"ab5143166ea631c4386f8ada8005a5bd",0,0,0,0,0,0,0,0
"e1b0244575668612072911936012fc5a",0,0,0,0,0,0,19,0
"263005f8a5b92d7b2dfa1618d1082c6f",0,0,0,0,0,0,0,0
"32c32c8df0ae10f9075cbd8439f2ead1",0,0,0,0,0,0,0,0
"4dd4de28a221ab47fab9355ef2fe5cce",0,0,0,0,0,0,0,0
"9b4e1b697cfab428535cee36a0b82639",0,0,0,0,0,0,0,0
"b8f02a07c83b5bcd8603d2a40f70ebb4",0,0,0,0,0,0,0,0
"cd30fb1d2d1af733288d25715b46c83e",0,0,0,0,0,0,0,0
"eb722506b3cb6def2f2a6bba391c62f3",0,0,0,0,0,0,0,0
"b86d88de6d43dd97c072abfa5d2817c0",0,0,0,0,0,0,0,0
"faf0b086824f4d387e02accf4293f987",0,0,0,0,0,0,0,0
"6e27b51987333a742dca8d474c29fcf7",0,0,0,0,0,0,0,0
"b51189c09fe0946a0f7e22b0f213ce5c",0,0,0,0,0,0,0,0
"7f24d351bdd93a0dc8a128f9bbc0807e",0,0,0,0,0,0,0,0
"3713acf0c1e777185928bd49c294659b",0,0,0,0,0,0,0,0
"e79ab3d0d257fb722cee4f238ad424dd",0,0,0,0,0,0,0,0
"1ff60e6f9469835922bb960174a4cef4",0,0,0,0,0,0,0,0
"49ec56e79c94d040ec3994d5adc5c9f8",0,0,0,0,0,0,0,0
"124e74551f5e229f425494a503d76a73",0,0,0,0,0,0,0,0
"65bf206990fe395661e8f0357311f720",0,0,0,0,0,0,0,0
"c5ddd34a3a1bc3edb8946f089a09fdf9",0,0,0,0,0,0,0,0
"b06aaaee4606958f5a245e26213032d1",18,0,0,0,0,0,0,0
"b6a93727650909a0e7c4a6d9a82dcc51",0,0,0,0,0,18,0,0
"d43a73cf4b9c4fe2d4adb2ecb85fbda2",0,0,0,0,0,0,0,0
"f6497b128eabdbc2130388b819bffdaa",0,0,0,0,0,0,0,0
"3db54dd003000f6d89300583ac011da4",0,0,0,0,0,0,0,0
"71602f89492a7e4fce6007756d2ad19c",0,0,0,0,0,0,0,0
"0a43b0086d091465db2fc986eb3acd55",0,0,0,0,0,0,0,0
"e4b607851a5f3fb4b7665aaf8c76530e",0,0,0,0,0,0,0,0
"5b5b29d364a07a7d29cbe45c9fcb4cee",0,0,0,0,0,0,0,0
"f778229d69ea0c0c06f5492e427774da",0,0,0,0,0,0,0,0
"ef51b5fe003b25ff49f806ef646af8a6",0,0,0,0,0,0,0,0
"5121fc320c79326f605505b955e81e30",0,0,0,0,0,0,0,0
"e90bc13ada1448f3e3fc3803c25aa1b4",0,0,0,0,0,0,0,0
"40a36f6a554bd50c5c6a34cc743a01b2",0,0,0,0,0,0,0,0
"4538a3369948192615d4f7c891d394e7",0,0,0,0,0,0,0,0
"f5166a4b2e651f3b2b0df023d8eb29ba",0,0,0,0,0,0,0,0
"d2ae746024ff1c5b6373140066f4009a",0,0,0,0,0,0,0,0
"759ee9fc067cc25f1efb5e6be23777b2",0,0,0,0,0,3,0,0
"1f9a8d7ab1a06b6a59f499761de677c3",0,0,0,0,0,0,0,0
"2918916218ae163b190adbadd0e219cc",0,0,0,0,0,0,0,0
"ae82b1ed811c2ea39ade041ac57bcf96",0,0,0,0,0,0,0,0
"ad6af17b2182dc22cb2ae4956e16ab1c",0,0,0,0,0,0,0,0
"5e2bd1f353988201de0f94b4a2702801",0,0,0,0,0,0,0,0
"3a35ca4bfa9c4e3b1acb1f8893cc9fc8",0,0,0,0,0,0,0,0
"44f9d26bcb4e7acd4f7df689d3821f01",0,0,0,0,0,0,0,0
"e501f551aae7bef7679b9c0d81c0606b",0,0,0,0,0,0,0,0
"17d5917eebbb763461556b41de962b5b",0,0,0,0,0,0,0,0
"40c9b3dc94c21a7d3c0686f193ded758",0,0,0,0,0,0,0,0
"353e582acaf5a708d2ac41e9f7f4ad23",0,0,0,0,0,0,0,0
"15de4ce0cbee347cc5da045176b5c99f",0,0,0,0,0,0,0,0
"721b2c748c9e52bf6be7fdfe8cbf1562",0,0,0,0,0,0,0,0
"be1482248ac3f80c28d935a8d21f7a6d",0,0,0,0,0,0,0,0
"bf410906f592eb13237de615b8ce94cf",0,0,0,0,0,0,0,0
"c1fc265270f53de1b1ce60b8cbf1dc93",0,0,0,0,0,0,0,0
"c62f082aa2db92fa581190178daf06f1",0,0,0,0,0,0,0,0
"6861f495dfeeda582ec8f97b64b8a889",0,0,0,0,0,0,0,0
"fe168fc98eae2e2a0a5ba3ce24535d11",0,0,0,0,0,0,0,0
"b33b6a4e513a4f75face8dcc5a41b4b8",0,0,0,0,0,0,0,0
"9a4022ba3a0244ec846386809850ae51",0,0,0,0,0,0,0,0
"4ad7a3966c8019db9d888006369cd87b",0,0,0,0,0,0,0,0
"5073d5f58c70407f76f6f1925cc3fca5",0,0,0,0,0,0,0,0
"8b62d6867fccd8efc511454457c02082",0,0,0,0,14,0,0,0
"7953e08ae1700754e8a79dd3a8a729c3",0,0,0,0,0,0,0,0
"def3c30e074b3e5c658874a112423e7d",0,0,0,0,0,0,0,0
"4a74c349d6441ea54d021577254283e7",0,0,0,0,0,0,0,0
"44b7af9f7278a2cc83a7b96fae782f70",0,0,0,0,0,0,0,0
"6acaa7bb0114abd2b6bc602ac05118b0",0,0,0,0,0,0,0,0
"d3d8821b44f3bf03826724745f4c9acb",0,0,0,0,0,0,0,0
"3a034542c9c4bdbca10946d92ca46c3d",0,0,0,0,0,0,0,0
"827412ac0f5b7846b22a58472ec8b6c6",0,0,16,0,0,0,0,0
"c244a54471ad85af8d0502ea5c7738de",0,0,0,0,0,0,0,0
"f8e03bd8d5c0037b24a6df24a7612899",0,0,0,0,0,0,0,0
"b0d9a63279b565d5814144ec05370f5e",0,0,0,0,0,0,0,0
"f1e2076a23c0213de140125f9725d016",0,0,0,0,0,0,0,0
"67073f6445a58911731e11d625f1f380",0,0,0,0,0,0,0,0
"d101790d728958ec72982fee422cb59b",0,0,0,0,0,0,0,0
"5d9c8da11a719ed33a32ae342ac3be10",0,0,0,0,0,0,0,0
"4c721c2fb8aa7559bfdefc7a98460f8a",0,0,0,0,0,0,0,0
"bcd7c4ae1471364e09c10179e9dffe39",0,0,0,0,0,0,0,0
"17f2745cce4273975b521973564a29b1",0,0,0,0,0,0,0,0
"57bf5afb1777c7d100e713eb11861ab6",0,0,0,0,0,0,0,0
"b1e279e51aa5deb2c75a292325376168",0,0,0,0,0,0,0,0
"6c46eff23d8375320d5b6e50d928c764",0,0,0,0,0,0,0,0
"87d89668e80345bc98bb81f4e06e8a6b",0,0,0,0,0,0,0,0
"989901da4d0213d5955a68a507f71db1",0,0,0,0,0,0,0,0
"66d3bf1e99e38f8dec7af0f72e64f335",0,0,0,0,0,0,0,0
"1c3b3d6b5540ae4459f826420b48da10",0,0,0,0,0,0,0,0
"3c0c6510a8c7bfb052860fff1704270e",0,0,0,0,0,0,0,0
"a91adbef7742b52747cc722198c799ab",0,0,0,0,0,0,0,0
"7d4937b4c6e3c6945767d184fe3002bf",0,0,0,0,0,0,0,0
"0eee2236f2a9234bc29d97bc7441b26a",0,0,0,0,0,0,0,0
"f7ec06590ed74bce7085611152ccd9f9",0,0,0,0,0,0,0,0
"a40415de14052903e53117f6e8a19ab1",0,0,0,0,0,0,0,0
"dc4a7ccad9bcb3b7801666f3523bafd0",0,0,0,0,0,0,0,0
"c99c3d8fbbdf12d7ea0a74e0d20f8f75",0,0,0,0,0,0,0,0
"e0cc08c9881a0009585c18bb5453810d",0,15,0,0,0,0,0,0
"ecac4b75a3bc4d97f58dbc554854de3f",0,0,0,0,0,15,0,0
"4fff48aefcb6e3b3b741c3a0571905a7",0,0,0,0,0,0,0,0
"fe39a428ef7b48bb8fdbe4aaeec995b6",0,0,0,0,0,0,0,0
"f309be67fe21f7bb7e2173014ab33b25",0,0,0,0,0,0,0,0
"1b85eb25428805b055e9ce40f9f28e7a",0,0,0,0,0,0,0,0
"2fb2c7906239bfe0b2277c3524a3bc35",0,0,0,0,0,0,0,0
"307ad4a803d163b580014500fd9ecfbd",0,0,0,0,0,0,0,0
"48deb942941c4d39427391c14bbc7005",0,0,0,0,0,0,0,0
"9e5436eb0a4ff4174054ce5ae24b1296",0,0,0,0,0,0,0,0
"95031130d03188b67036d25ecbe374b3",0,0,0,0,0,0,0,0
"fc4c5ca9345e93fb33281c10777dac17",0,0,0,0,0,0,0,0
"a8145dd73c1e8f6671f6cea4bff762ca",0,0,0,0,0,0,0,0
"a060672c5d684036c67abcb7e08c7f6d",0,0,0,0,0,0,0,0
"de68661b5d3fbbca0569c4d31aa897e0",0,0,0,0,0,0,0,0
"d2e65a996fb209bf72b5975a8cdb8450",0,0,0,0,0,0,0,0
"649f0d65b5b50e0c217ae09a02c5b07a",0,0,0,0,0,0,0,0
"dc0de7f8296a7667550b3bbb699fc754",0,0,0,0,0,0,0,0
"e504fae08c8bd2e7a316231a4b38ba54",0,0,0,0,0,0,0,0
"34bf319fd2a0dd885aa9fcaa03523fdd",0,0,0,0,0,0,0,0
"e3c45664792e0c81068e81f813b88372",0,0,0,0,0,0,0,0
"c65e1b2e615b0272ff4daa498daf5acb",0,0,0,0,0,0,0,0
"c12a8f6604544bc667cb68df6e0c87ea",0,0,0,0,0,0,0,0
"fe49494a20613aaece54483daf5e3a7d",0,0,0,0,0,0,0,0
"7f54d0f181c7dd701e5b2a3587217aa2",0,0,0,0,0,0,0,0
"da3b7e87d5742615ef02590c89c99d5e",0,0,0,0,0,0,0,0
"e0eafc0156a590af9f99ef1db1068c86",0,0,0,0,0,0,0,0
"a2e0c759604a49c10ac3eed5fb1e0438",14,0,0,0,0,0,0,0
"999a7397a285cb63bfb24fc2bdc82d92",0,0,14,0,0,0,0,0
"4c53f5e368209f59dac1d929f60c7a18",0,0,0,0,0,0,0,0
"aa613b0e45f7bb06b1d3267dffea1286",0,0,0,0,0,0,0,0
"038eacd0c99eda6fbb74fb35db530ca8",0,0,0,0,0,0,0,0
"05ac91b2a591292fe29c2a39b238e628",0,0,0,0,0,0,0,0
"4b0e94f35106213e1bb4e86457911b09",0,0,0,0,0,0,0,0
"871e84b5c5933108d2449b87c0d500e3",0,0,0,0,0,0,0,0
"468213dd8c21245bc011d973c6bd649a",0,0,0,0,0,0,0,0
"1abc65e09b9969d4c359f1218847e7a4",0,0,0,0,0,0,0,0
"cf60699b4adccd000f0d82267c7efe4a",0,0,0,0,0,0,0,0
"6424b515572ba4888d5df4d898783859",0,0,0,0,0,0,0,0
"69761817039330888495316615af8de6",0,0,0,0,0,0,0,0
"0190de7de89d8a8ea4fa0ad10ca1d43f",0,0,0,0,0,0,0,0
"86257b3a5dea0694773eb2484bd34ca5",0,0,0,0,0,0,0,0
"500d57e4d12cc186a53f984c1496f257",0,0,0,0,0,0,0,0
"fc771c09f5d0506644c01d4e45e8ddd1",0,0,0,0,0,0,0,0
"f0edced74635f427ba687a9bafa46718",0,0,0,0,0,0,0,0
"4d683919ab2cbbc450016b9749f9e198",0,0,0,0,0,0,0,0
"f34b53be7b23aa044d68428c0d84e6fc",0,0,0,0,0,0,0,0
"ab7cf14bc74b608b4975ca90baba948d",0,0,0,0,0,0,0,0
"90b5382050bbed119cec547459a0f120",0,0,0,0,0,0,0,0
"9fed3a2e9aef34243e5a17f9416f5c90",0,0,0,0,0,0,0,0
"ed1b3a26b67cec74bf7f4cbb08c3fb64",0,0,0,0,0,0,0,0
"4fc9cdeed99888df4a377a65d8265cde",0,0,0,0,0,0,0,0
"acefe35f35f918d657b6e777efbf7fb1",0,0,0,0,0,0,0,0
"8d5d91ed8994fc80245ed6932f966007",0,0,0,0,0,0,0,0
"dd4b42686857a797e6a0189fed411d02",0,0,0,0,0,0,0,13
"3b97211a56468b1a95d487be9ba2c446",0,0,0,0,0,0,0,0
"1674bcb194f299c4c6527acefb88ead1",0,0,0,0,0,0,0,0
"f9592abd05316b80c0e68b3bc3312b03",0,0,0,0,0,0,0,0
"41baae347e22d351194c4c6a554435cf",0,0,0,0,0,0,0,0
"2b72e94047f3b892534ba9fe8354ad45",0,0,0,0,0,0,0,0
"80c30e3cdde42aabd42b095b9686edfd",0,0,0,0,0,0,0,0
"dfd8cba3150be204d65c87136491c759",0,0,0,0,0,0,0,0
"91247d211f364a5898e527c35a8ac6d9",0,0,0,0,0,0,0,0
"2902cead21159d4fa5add11dc720a6d8",0,0,0,0,0,0,0,0
"6b80ffa3f60ca68ba67317b027a88901",0,0,0,0,0,0,0,0
"8003343fb97aac8b25ca13c02def1b0b",0,0,0,0,0,0,0,0
"8e9653889841f4ef72e9e3cd159d126e",0,0,0,0,0,0,0,0
"af2a98dbd879dd3178779443a630917a",0,0,0,0,0,0,0,0
"5be43bc249f66b660c6641cf6f0d37b6",0,0,0,0,0,0,0,0
"a050b2ef73f8454190a7592e89965c67",0,0,0,0,0,0,0,0
"e7525d3e5ca1a0a999f3ad008c9a6df2",0,0,0,0,0,0,0,0
"0e21bbe737cd1e34369ab17b9c350d6a",0,0,0,0,0,0,0,0
"3698c0b4741d4b91d10079f8e254fc08",0,0,0,0,0,0,0,0
"268cc82c21148f29a75dbe9b699eeff4",0,0,0,0,0,0,0,0
"96275278bb84aa8c157a9d6cee4e848e",0,0,0,0,0,0,0,0
"de051638751d60997f14a0bd0d7d530b",0,0,0,0,0,0,0,0
"75018009a0f8325cbf61af367b853320",0,0,0,0,0,0,0,0
"892ddefa01522b85539d2335c2301e54",0,0,0,0,0,0,0,0
"ae6b663d9658b4187f0146e018aa95da",0,0,0,0,0,0,0,0
"cfffb917cafa0904b8d6dc401409f609",0,0,0,0,0,0,0,0
"e1bddb08022107c0c9c40948050a9169",0,0,0,0,0,0,0,0
"e362d005d4977715796939d0cb73e776",0,0,0,0,0,0,0,0
"f3220bc2bc46c7aeb2af602d156d5541",0,0,0,0,0,0,0,0
"177bb9af5cf3b6570a0acf0ac53a629e",0,0,0,0,0,0,0,0
"3572781281d9aa915ce3ef29b98a1233",0,0,0,0,0,0,0,0
"375155ce535f4f391f839e8a49dfac33",0,0,0,0,0,0,0,0
"72d058dad37877ca33d8396ac84652ca",0,0,12,0,0,0,0,0
"419d2a00340dc8dfc8c5151b51ece3fa",0,0,0,0,0,0,0,0
"575d5788fb3b57b90ad19d030c8acba3",0,0,0,0,0,0,0,0
"08f5208473d29c5d12ea5ab3233b96dc",0,0,0,0,0,0,0,0
"c9ba40c7e8ba172704784b19b9bffbee",0,0,0,0,0,0,0,0
"aab3cc7eac4a5926d7ec63f61906f2f0",0,0,0,0,0,0,0,0
"0067b7e669f011ee11666661574f7675",0,0,0,0,0,0,0,0
"66b78e53795e8e83ce4b1ce9d7e7a20a",0,0,0,0,0,0,0,0
"627d369e2a71b3aac465359dad4cb2ee",0,0,0,0,0,0,0,0
"70bfd38fc817a5cfaeea9910d189297c",0,0,0,0,0,0,0,0
"c3339e70f5088e45b957e0d098d49193",0,0,0,0,0,0,0,0
"9d373fdb2c139711087c852fe7875f99",0,0,0,0,0,0,0,0
"a96143b7ca302095e9c963bc58ee2467",0,0,0,0,0,0,0,0
"88311602996d9d0fddb19130e9b1c89e",0,0,0,0,0,0,0,0
"8443cc546277103c9f14abec9f42383f",0,0,0,0,0,0,0,0
"671459428ccc29cbd98f2c7190e547f9",0,0,0,0,0,0,0,0
"22bd3def5df0b3af3903afd1cb6de244",0,0,0,0,0,0,0,0
"5a2cb127b5ce878070e16fefdb213562",0,0,0,0,0,0,0,0
"5e0f743eeb89758b961db423ae84a5f0",0,0,0,0,0,0,0,0
"4a000cef93e8dffafb833172645e26c7",0,0,0,0,0,0,0,0
"b85307c9bb422da5ce5de9686c67b54f",0,0,0,0,0,0,0,0
"b6176841c9363a5b51b9c473e0e5660b",0,0,0,0,0,0,0,0
"c7e9ec43bbe09f6c075fe1f86b6894f5",0,0,0,0,0,0,0,0
"115bf860d51e45a9104c03930fb4d6c9",0,0,0,0,0,0,0,0
"d394281d7b292d702708cbf3043c4398",0,0,0,0,0,0,0,0
"909c5fa12fc9af9a634faf9e2fea6fd4",0,0,0,0,0,0,0,0
"959d1da28955f2d1d93ddec62402df7f",0,0,0,0,0,0,0,0
"cdb335b309a1b4ca9b03247a307524e4",0,0,0,0,0,0,0,0
"61d60953128e9602cf838cac345f1355",0,0,0,0,0,0,0,0
"42186e6c8f68f0af63aa0ad9f8cf6a11",0,0,0,0,0,0,0,0
"de7b73d165943d55d6ab05ee549c4cf2",0,0,0,0,0,0,0,0
"6be2ef30289955da111b6017a23c96ec",0,0,0,0,0,0,0,0
"3495504e5b634d9339e644590ec0711b",0,0,0,0,0,0,0,0
"267791af6c4e3ac0881446d3de449a4a",0,0,0,0,0,0,0,0
"7c6a714746f1bc4df15fb9cfc3dc4c90",0,0,0,0,0,0,0,0
"dffc50325535ee447ad65f6a62fb0d00",0,0,0,0,0,0,0,0
"08de1611a648a4c2f2e7a1879d0a53c9",0,0,0,0,0,0,0,0
"252d26cbbc2207711aaa83df91a461fe",0,0,0,0,0,0,0,0
"be25efe378256d5ef227dcf5ec839f09",0,0,0,0,0,0,0,0
"64a802d4d03066d66a8f9c61ad5d4a7a",0,0,0,0,11,0,0,0
"d88962df86cb483b88e7227efb652326",0,0,0,0,0,0,0,0
"817bd4983aee803cd95abf6394f8696e",0,0,0,0,0,0,0,0
"1cd7950dd2b6b90ecae9597f49925b39",0,0,0,0,0,0,0,0
"20b393a3f9d3fcd8d5de0119d7122480",0,0,0,0,0,0,0,0
"2b74feee7d69a1e6a902d8ccce9ab183",0,0,0,0,0,0,0,0
"96b8b3964ab9339cab93bbd77352a9ca",0,0,0,0,0,0,0,0
"96d5a99ee74c268188dd7f0c9642fa5f",0,0,0,0,0,0,0,0
"77e975eb4e86867fe8a1a4a222714f7c",0,0,0,0,0,0,0,0
"25e11f2045c905fbb39f766883eb69c9",0,0,0,0,0,0,0,0
"3844ae783466a2ef9b243f68c4fa71ee",0,0,0,0,0,0,0,0
"a5f02c88f4bd07af753c0787710a6367",0,0,0,0,0,0,0,0
"bd3adc6214df6a2d8d6890459da8ad5b",0,0,0,0,0,0,0,0
"27c5f8e7d33aa14700391f5a57ead0e0",0,0,0,0,0,0,0,0
"0c6be2f1306b70e76f6aba69b1ab5b93",0,0,0,0,0,0,0,0
"7bbb77961d1e324e1d52013da3040d99",0,0,0,0,0,0,0,0
"81c8fb6ade4a2a205ebc9edd13c36287",0,0,0,0,0,0,0,0
"168647e9e55ed8c1153feffe02ab9e26",0,0,0,0,0,0,0,0
"f6fd701abbf60133daa3b23fc6f8abc1",0,0,0,0,0,0,0,0
